,a,b,c,d,e,f,cluster
1186,0.0,3.0,1.0,179.4808614,1.86626927,10479.96941384,five
1187,0.0,3.0,1.0,187.6688614,2.00959042,10700.89391571,five
1188,0.0,2.0,0.0,190.6698614,1.83199163,10589.77472553,five
1189,0.0,3.0,1.0,217.9868614,2.12550758,15088.9268678,five
1190,0.0,2.0,0.0,181.1928614,1.88792251,9893.58091093,five
1191,0.0,2.0,0.0,179.0768614,1.80647171,10529.91705526,five
1192,0.0,3.0,1.0,196.7568614,1.96852706,11902.35644751,five
1193,0.0,3.0,1.0,197.2788614,2.05412842,12679.95690863,five
1194,0.0,3.0,1.0,176.2388614,2.03134334,9681.48950152,five
1195,0.0,2.0,0.0,169.6068614,1.71643743,9130.22574687,five
1196,0.0,3.0,1.0,201.0328614,2.11788583,12879.36796698,five
1197,0.0,3.0,1.0,221.6588614,2.18227053,16295.56427421,five
1198,0.0,3.0,1.0,206.5988614,2.02416414,14745.69674039,five
1199,0.0,3.0,1.0,191.8948614,1.87109434,11377.51030788,five
1200,1.0,1.0,1.0,144.9948614,1.58493175,4479.01038962,six
1201,1.0,1.0,1.0,147.5828614,1.60006144,4292.74534542,six
1202,1.0,1.0,1.0,159.5168614,1.50836574,5529.82243893,six
1203,1.0,1.0,1.0,167.2728614,1.59247747,5751.33709351,six
1204,1.0,1.0,1.0,133.8128614,1.55537559,3787.03556031,six
1205,1.0,1.0,1.0,139.4528614,1.33218413,3490.17179807,six
1206,1.0,1.0,1.0,137.3768614,1.47853051,3882.01046533,six
1207,1.0,1.0,1.0,130.7038614,1.3445426,3161.16524363,six
1208,1.0,1.0,1.0,140.1888614,1.4904666,3541.76662179,six
1209,1.0,1.0,1.0,137.8728614,1.32934276,3504.25313214,six
1210,1.0,1.0,1.0,142.7208614,1.5989611,4312.91425973,six
1211,1.0,1.0,1.0,151.1628614,1.54274267,4900.63251141,six
1212,1.0,1.0,1.0,133.3408614,1.39123225,3276.39505791,six
1213,1.0,1.0,1.0,171.9968614,1.78602449,6515.44558864,six
1214,1.0,1.0,1.0,137.0468614,1.44278607,3381.93949131,six
1215,1.0,1.0,1.0,171.3268614,1.61912983,6641.59861241,six
1216,1.0,1.0,1.0,171.9468614,1.76645935,6143.4148589,six
1217,1.0,1.0,1.0,138.7248614,1.51639468,3861.44976225,six
1218,1.0,1.0,1.0,135.0448614,1.33936477,3242.8086737,six
1219,1.0,1.0,1.0,152.5288614,1.46213728,4580.15427612,six
1220,1.0,1.0,1.0,149.6348614,1.54236423,4258.51180153,six
1221,1.0,1.0,1.0,141.5288614,1.5355598,3979.06929035,six
1222,1.0,1.0,1.0,135.5748614,1.4373337,4073.64498836,six
1223,1.0,1.0,1.0,161.7828614,1.62993224,5845.27094085,six
1224,1.0,1.0,1.0,135.1108614,1.38527945,3389.10291275,six
1225,1.0,1.0,1.0,136.6488614,1.4674947,3665.44948044,six
1226,1.0,1.0,1.0,136.0208614,1.39002657,3244.83123599,six
1227,1.0,1.0,1.0,141.4628614,1.42794667,3822.6186301,six
1228,1.0,1.0,1.0,142.0168614,1.47872341,4026.33835559,six
1229,1.0,1.0,1.0,130.2148614,1.31778667,2707.9953274,six
1230,1.0,1.0,1.0,141.6618614,1.54849889,4162.40206726,six
1231,1.0,1.0,1.0,133.6968614,1.49082372,3368.27709314,six
1232,1.0,1.0,1.0,134.1108614,1.38792057,3158.13162882,six
1233,1.0,1.0,1.0,137.2208614,1.50904525,3737.86499584,six
1234,1.0,1.0,1.0,143.0268614,1.61388531,4249.8857926,six
1235,1.0,1.0,1.0,135.6488614,1.46206249,3736.66291173,six
1236,1.0,1.0,1.0,157.6808614,1.58961946,5287.67761181,six
1237,1.0,1.0,1.0,133.9208614,1.56462053,3808.02131663,six
1238,1.0,1.0,1.0,141.3468614,1.40100191,3372.37219392,six
1239,1.0,1.0,1.0,144.8048614,1.53627337,4127.36785739,six
1240,1.0,1.0,1.0,162.7908614,1.70551713,5963.33720493,six
1241,1.0,1.0,1.0,134.9628614,1.37740821,3387.86616585,six
1242,1.0,1.0,1.0,143.3328614,1.55628436,4119.68680294,six
1243,1.0,1.0,1.0,149.2448614,1.5657604,4420.0811225,six
1244,1.0,1.0,1.0,161.2028614,1.66942096,5656.88277755,six
1245,1.0,2.0,2.0,149.8908614,1.65976986,4528.5788619,six
1246,1.0,1.0,1.0,154.8848614,1.45157654,4985.37701844,six
1247,1.0,1.0,1.0,128.1808614,1.30308544,2349.58260413,six
1248,1.0,1.0,1.0,138.2618614,1.46997902,3464.45337998,six
1249,1.0,1.0,1.0,136.7908614,1.38433641,3384.28945986,six
1250,1.0,1.0,1.0,129.6288614,1.37332605,2862.95569946,six
1251,1.0,1.0,1.0,148.4508614,1.62392874,4380.41853474,six
1252,1.0,1.0,1.0,139.2708614,1.62295516,3932.18512815,six
1253,1.0,1.0,1.0,135.7328614,1.3395812,3411.3701735,six
1254,1.0,1.0,1.0,132.4648614,1.34315235,3124.95640771,six
1255,1.0,1.0,1.0,133.3828614,1.53482146,3755.5495319,six
1256,1.0,1.0,1.0,135.1688614,1.54385606,3889.05858665,six
1257,1.0,1.0,1.0,156.9528614,1.68554271,5663.02416935,six
1258,1.0,1.0,1.0,133.8208614,1.40007623,3309.14741841,six
1259,1.0,1.0,1.0,140.2648614,1.51071276,4096.72040869,six
1260,1.0,1.0,1.0,150.4288614,1.51073307,4752.26734605,six
1261,1.0,1.0,1.0,138.3608614,1.35315224,3787.67129162,six
1262,1.0,1.0,1.0,132.9948614,1.39818192,3345.73263378,six
1263,1.0,2.0,1.0,139.8508614,1.4581583,3524.81650366,six
1264,1.0,1.0,1.0,164.3888614,1.72583335,5683.97928376,six
1265,1.0,1.0,1.0,136.2948614,1.45423959,3827.67298269,six
1266,1.0,1.0,1.0,138.8988614,1.39582395,3744.70528068,six
1267,1.0,1.0,1.0,137.0228614,1.34655623,3593.77474835,six
1268,1.0,1.0,1.0,131.2988614,1.42246366,3277.27553557,six
1269,1.0,1.0,1.0,150.2048614,1.641882,4521.84676063,six
1270,1.0,1.0,1.0,146.6248614,1.57806292,4312.65268701,six
1271,1.0,1.0,1.0,133.9208614,1.56462053,3808.02131663,six
1272,1.0,1.0,1.0,136.2948614,1.45423959,3827.67298269,six
1273,1.0,1.0,1.0,142.9928614,1.44062648,4567.22010516,six
1274,1.0,1.0,1.0,134.5988614,1.52122142,3870.75302081,six
1275,1.0,1.0,1.0,138.5588614,1.4826443,3905.88349701,six
1276,1.0,1.0,1.0,132.9608614,1.41968233,3583.98301349,six
1277,1.0,1.0,1.0,136.0968614,1.43880912,3489.15283369,six
1278,1.0,1.0,1.0,133.2008614,1.46483651,3366.4763764,six
1279,1.0,1.0,1.0,140.4038614,1.63060254,3943.38056624,six
1280,1.0,1.0,1.0,131.5048614,1.51447201,3631.0045409,six
1281,1.0,1.0,1.0,130.6788614,1.33456011,2708.41953597,six
1282,1.0,1.0,1.0,137.3448614,1.54729711,4140.00907111,six
1283,1.0,1.0,1.0,146.1028614,1.51713982,4197.46796051,six
1284,1.0,1.0,1.0,149.5348614,1.51428165,4363.93137513,six
1285,1.0,1.0,1.0,131.0008614,1.50242061,3353.84773563,six
1286,1.0,1.0,1.0,133.6888614,1.41633887,3347.2783197,six
1287,1.0,1.0,1.0,160.1448614,1.52548619,5962.29315444,six
1288,1.0,1.0,1.0,141.9748614,1.46831777,3893.0388589,six
1289,1.0,1.0,1.0,133.3588614,1.37003378,3378.03488451,six
1290,1.0,1.0,1.0,134.9208614,1.55901769,3429.91743911,six
1291,1.0,1.0,1.0,140.4948614,1.44622392,3752.24638582,six
1292,1.0,1.0,1.0,138.9068614,1.38108633,3649.43149165,six
1293,1.0,1.0,1.0,130.9428614,1.51432263,3510.70187832,six
1294,1.0,1.0,1.0,138.7828614,1.45600128,3590.40935171,six
1295,1.0,1.0,1.0,143.2988614,1.43278582,4600.99164877,six
1296,1.0,1.0,1.0,140.3288614,1.51917282,3909.11412491,six
1297,1.0,1.0,1.0,136.6908614,1.46901063,3634.57564199,six
1298,1.0,1.0,1.0,131.5968614,1.33868202,3078.47781712,six
1299,1.0,2.0,2.0,159.5988614,1.60895529,5502.82720887,six
1300,1.0,1.0,1.0,130.7028614,1.38372883,3153.25484956,six
1301,1.0,1.0,1.0,134.2108614,1.30630049,3064.86362428,six
1302,1.0,1.0,1.0,155.0088614,1.65391432,5159.22849324,six
1303,1.0,1.0,1.0,139.0388614,1.39019185,3757.75094337,six
1304,1.0,1.0,1.0,160.0048614,1.70844316,5346.4333071,six
1305,1.0,1.0,1.0,138.7008614,1.47779849,3694.51374331,six
1306,1.0,1.0,1.0,134.9708614,1.42891341,3370.49744682,six
1307,1.0,1.0,1.0,146.0028614,1.66759858,4613.04315518,six
1308,1.0,1.0,1.0,138.5028614,1.44410334,3744.57949444,six
1309,1.0,1.0,1.0,135.0448614,1.48398812,3865.48970786,six
1310,1.0,1.0,1.0,151.7428614,1.60309246,5137.84818962,six
1311,1.0,1.0,1.0,136.9388614,1.45077032,3536.37415995,six
1312,1.0,1.0,1.0,140.5948614,1.54850494,3612.776887,six
1313,1.0,1.0,1.0,147.1938614,1.46438996,3982.20179452,six
1314,1.0,1.0,1.0,142.3728614,1.53903581,4074.16566155,six
1315,1.0,1.0,1.0,131.5548614,1.40066222,3258.89191918,six
1316,1.0,1.0,1.0,133.7808614,1.44509656,3121.22425902,six
1317,1.0,1.0,1.0,162.2868614,1.57395839,5573.32435337,six
1318,1.0,1.0,1.0,127.0808614,1.32501159,2986.68437693,six
1319,1.0,1.0,1.0,133.8628614,1.42018678,3675.34746902,six
1320,1.0,1.0,1.0,141.9508614,1.52998726,4273.27750355,six
1321,1.0,1.0,1.0,137.6168614,1.41190611,3772.102425,six
1322,1.0,1.0,1.0,136.9888614,1.41295889,3650.41682253,six
1323,1.0,1.0,1.0,157.7708614,1.50116153,5613.3150985,six
1324,1.0,1.0,1.0,131.8868614,1.36766818,3046.96522533,six
1325,1.0,1.0,1.0,134.8388614,1.44283857,3505.648025,six
1326,1.0,1.0,1.0,136.7408614,1.36979881,3674.61333614,six
1327,1.0,1.0,1.0,138.6508614,1.45160792,3776.501007,six
1328,1.0,1.0,1.0,131.2908614,1.24146523,2419.4578856,six
1329,1.0,1.0,1.0,139.3868614,1.45730756,3729.17420228,six
1330,1.0,1.0,1.0,126.5108614,1.44142697,3470.60993208,six
1331,1.0,1.0,1.0,144.5648614,1.36852057,4335.9687508,six
1332,1.0,1.0,1.0,144.7128614,1.46924272,4203.44581191,six
1333,1.0,1.0,1.0,135.5248614,1.43477852,3419.24036202,six
1334,1.0,1.0,1.0,151.8908614,1.55629567,4766.8384268,six
1335,1.0,1.0,1.0,166.5468614,1.84848215,6782.34952123,six
1336,1.0,1.0,1.0,145.8808614,1.63179211,4727.12767387,six
1337,1.0,1.0,1.0,148.6988614,1.58319407,4722.32116447,six
1338,0.0,2.0,0.0,138.7328614,1.39770777,3486.44701557,six
1339,1.0,1.0,1.0,169.5308614,1.62888417,6107.11476625,six
1340,1.0,1.0,1.0,140.2148614,1.38978175,3632.04157742,six
1341,1.0,1.0,1.0,131.9608614,1.49864106,3091.32230046,six
1342,1.0,1.0,1.0,131.9108614,1.34013465,2746.5139267,six
1343,1.0,1.0,1.0,140.0728614,1.38923209,3528.4833271,six
1344,1.0,1.0,1.0,135.8388614,1.38093659,3486.65477566,six
1345,1.0,1.0,1.0,130.8528614,1.43034624,3260.08948999,six
1346,1.0,1.0,1.0,138.4608614,1.41126221,3502.29950982,six
1347,1.0,1.0,1.0,139.6188614,1.38558598,3607.86202134,six
1348,1.0,1.0,1.0,154.2228614,1.54201036,4594.75990722,six
1349,1.0,1.0,1.0,145.4828614,1.59626934,4437.11299763,six
1350,1.0,1.0,1.0,141.9828614,1.50103561,3979.94990023,six
1351,1.0,1.0,1.0,161.5008614,1.57379406,5848.7558663,six
1352,1.0,1.0,1.0,155.6708614,1.47034744,5679.53696845,six
1353,1.0,1.0,1.0,134.0528614,1.36455343,3101.21277016,six
1354,1.0,1.0,1.0,142.5208614,1.32191229,3435.9668397,six
1355,1.0,1.0,1.0,145.6628614,1.51462457,3993.68569875,six
1356,1.0,1.0,1.0,148.1628614,1.62322103,4515.29967723,six
1357,1.0,1.0,1.0,133.5648614,1.42920617,3456.27060873,six
1358,1.0,1.0,1.0,134.7968614,1.34022251,3433.30540507,six
1359,0.0,3.0,1.0,182.0698614,1.91811019,9708.53471879,six
1360,1.0,1.0,1.0,144.1428614,1.51014693,4200.74765527,six
1361,1.0,1.0,1.0,150.8748614,1.7024405,4716.15830577,six
1362,1.0,1.0,1.0,152.4048614,1.62034524,5243.2677536,six
1363,1.0,1.0,1.0,131.3488614,1.49290105,3110.50547471,six
1364,1.0,1.0,1.0,134.4988614,1.44755578,3773.01158085,six
1365,1.0,1.0,1.0,144.1088614,1.48243901,4300.67317037,six
1366,1.0,1.0,1.0,141.8108614,1.49086498,3927.74501603,six
1367,1.0,1.0,1.0,133.2168614,1.50802474,3542.63811124,six
1368,1.0,1.0,1.0,134.6328614,1.50953883,3598.94277931,six
1369,1.0,1.0,1.0,140.3868614,1.54857648,3944.3625356,six
1370,1.0,1.0,1.0,137.0128614,1.43150424,3631.85940286,six
1371,1.0,1.0,1.0,136.8728614,1.41841498,3703.13034691,six
1372,1.0,1.0,1.0,146.4908614,1.4413508,3786.02765766,six
1373,1.0,1.0,1.0,142.0418614,1.51882173,4052.2881043,six
1374,1.0,1.0,1.0,135.1868614,1.35766009,3049.169759,six
1375,1.0,1.0,1.0,133.1268614,1.33697184,2968.13187325,six
1376,1.0,1.0,1.0,139.3128614,1.42647903,3833.6591937,six
1377,1.0,1.0,1.0,140.2148614,1.44817052,3921.89822664,six
1378,1.0,1.0,1.0,132.4328614,1.47328017,3333.16839168,six
1379,1.0,1.0,1.0,131.5568614,1.43054341,3499.25746488,six
1380,1.0,1.0,1.0,131.8948614,1.52919226,3291.4007467,six
1381,1.0,1.0,1.0,141.1648614,1.45215426,3939.09714293,six
1382,1.0,1.0,1.0,144.9948614,1.58255732,4458.55737099,six
1383,1.0,1.0,1.0,130.3808614,1.48673376,3279.72721077,six
1384,1.0,1.0,1.0,167.1828614,1.64294572,5841.681693,six
1385,1.0,1.0,1.0,131.6048614,1.50069104,3172.70514418,six
1386,1.0,1.0,1.0,139.2148614,1.61542547,4018.88664567,six
1387,1.0,1.0,1.0,133.6228614,1.33687952,3103.29714343,six
1388,1.0,1.0,1.0,137.9308614,1.35301858,3194.79834919,six
1389,1.0,1.0,1.0,139.1888614,1.36124998,3415.75707748,six
1390,1.0,1.0,1.0,135.2608614,1.49546662,3592.35352929,six
1391,1.0,1.0,1.0,157.6808614,1.49690314,5409.01012592,six
1392,1.0,1.0,1.0,135.1688614,1.43811647,3426.27699694,six
1393,1.0,1.0,1.0,162.5528614,1.71011471,5769.38831342,six
1394,1.0,1.0,1.0,135.7228614,1.48024982,3505.50150001,six
1395,1.0,1.0,1.0,138.7748614,1.481761,3734.58627414,six
1396,1.0,1.0,1.0,129.8268614,1.35271915,2943.22982148,six
1397,1.0,1.0,1.0,152.2888614,1.62605599,5557.81170926,six
1398,1.0,1.0,1.0,147.8548614,1.42392473,3669.32072214,six
1399,1.0,1.0,1.0,134.1528614,1.50653883,3872.73354596,six
1400,0.0,2.0,0.0,138.7848614,1.62563547,4338.71658668,seven
1401,0.0,2.0,0.0,144.3988614,1.68559181,5173.81150776,seven
1402,0.0,2.0,0.0,182.9788614,1.85176333,8128.64682645,seven
1403,0.0,2.0,0.0,158.0188614,1.69453658,6276.70135541,seven
1404,0.0,2.0,0.0,153.7028614,1.75410835,5498.00163611,seven
1405,0.0,2.0,0.0,175.7008614,1.89375448,7733.44326697,seven
1406,0.0,2.0,0.0,142.7448614,1.59047386,4396.19384238,seven
1407,0.0,2.0,0.0,171.0868614,1.88290775,7781.40453257,seven
1408,0.0,2.0,0.0,152.7428614,1.69396273,5537.4514502,seven
1409,0.0,3.0,1.0,162.7168614,1.74365681,5910.43816619,seven
1410,0.0,2.0,0.0,168.2828614,1.78409644,6781.21229521,seven
1411,0.0,2.0,0.0,155.7868614,1.65278434,5409.0708972,seven
1412,0.0,2.0,0.0,160.1868614,1.68993087,5803.08375367,seven
1413,0.0,2.0,0.0,154.3148614,1.79368086,6255.51427574,seven
1414,0.0,2.0,0.0,164.3868614,1.86538265,6616.86485892,seven
1415,0.0,2.0,0.0,156.4148614,1.87295175,6110.75378098,seven
1416,0.0,2.0,0.0,146.7308614,1.67044565,5143.93466753,seven
1417,0.0,3.0,1.0,151.1968614,1.76797594,5503.03985958,seven
1418,0.0,2.0,0.0,165.3148614,1.87288504,6989.19393173,seven
1419,0.0,2.0,0.0,172.8148614,1.83864757,7520.91509495,seven
1420,0.0,2.0,0.0,151.9488614,1.70369035,5481.2799088,seven
1421,0.0,2.0,0.0,148.6408614,1.6371232,4923.79639693,seven
1422,0.0,2.0,0.0,148.4588614,1.70829928,5631.35960126,seven
1423,0.0,3.0,1.0,154.1008614,1.76009138,5673.02091507,seven
1424,0.0,2.0,0.0,149.0708614,1.69158409,5162.24148227,seven
1425,0.0,2.0,0.0,170.8708614,1.89500751,7771.97990543,seven
1426,0.0,2.0,0.0,150.2448614,1.83238954,5601.36833086,seven
1427,0.0,2.0,0.0,162.8988614,1.84999492,6739.80739253,seven
1428,0.0,2.0,0.0,155.6708614,1.67909143,5771.40375449,seven
1429,0.0,2.0,0.0,167.1908614,1.78902002,7505.71797375,seven
1430,0.0,3.0,1.0,151.3868614,1.75518298,5791.83975212,seven
1431,0.0,2.0,0.0,154.2648614,1.70036216,5804.51368518,seven
1432,0.0,3.0,1.0,169.2588614,1.76962316,7795.44036657,seven
1433,0.0,2.0,0.0,147.4748614,1.66540847,5107.88151331,seven
1434,0.0,2.0,0.0,147.6328614,1.62108631,5048.21581803,seven
1435,0.0,3.0,1.0,173.6748614,1.81579301,7754.12940196,seven
1436,0.0,2.0,0.0,143.1568614,1.64047994,4602.78002022,seven
1437,0.0,2.0,0.0,163.9648614,1.92223541,6905.20973079,seven
1438,0.0,3.0,1.0,161.5508614,1.81135048,7658.60856714,seven
1439,0.0,2.0,0.0,168.6468614,1.78167533,6602.76656734,seven
1440,0.0,2.0,0.0,142.0908614,1.63911952,4859.75767075,seven
1441,0.0,2.0,0.0,165.9828614,1.77865492,6568.86108164,seven
1442,0.0,2.0,0.0,148.2768614,1.83252366,5463.70324565,seven
1443,0.0,2.0,0.0,149.6828614,1.64235265,5062.76565784,seven
1444,0.0,2.0,0.0,164.3208614,1.82802565,7234.66522322,seven
1445,0.0,2.0,0.0,150.0388614,1.66655239,5114.15176851,seven
1446,0.0,2.0,0.0,136.2128614,1.56608359,3804.18077618,seven
1447,0.0,2.0,0.0,139.5108614,1.6229847,4802.08117139,seven
1448,0.0,3.0,1.0,149.3528614,1.74641367,5238.07418614,seven
1449,0.0,2.0,0.0,181.2168614,1.96908165,8213.62670226,seven
1450,0.0,2.0,0.0,154.0168614,1.64805209,5139.93730818,seven
1451,0.0,2.0,0.0,150.3448614,1.67646183,5191.93908855,seven
1452,0.0,2.0,0.0,152.1808614,1.87359386,6067.46984586,seven
1453,0.0,2.0,0.0,150.5588614,1.76812711,5307.03396266,seven
1454,0.0,2.0,0.0,141.9088614,1.63021891,4761.69675551,seven
1455,0.0,2.0,0.0,152.1228614,1.60598117,5428.16787263,seven
1456,0.0,2.0,0.0,145.9288614,1.56488784,4618.57560839,seven
1457,0.0,2.0,0.0,170.2928614,1.9277278,7822.51754013,seven
1458,0.0,2.0,0.0,153.8428614,1.8177535,5702.68275949,seven
1459,0.0,2.0,0.0,156.2168614,1.80661035,5682.88196043,seven
1460,0.0,2.0,0.0,173.4508614,2.02994122,8111.68689276,seven
1461,0.0,2.0,0.0,145.4488614,1.65450406,5280.83295423,seven
1462,0.0,2.0,0.0,155.8108614,1.76521233,5783.67131227,seven
1463,0.0,2.0,0.0,151.6008614,1.77728655,5366.17405215,seven
1464,0.0,2.0,0.0,149.7328614,1.62217366,4621.76782471,seven
1465,0.0,2.0,0.0,165.8188614,1.74934705,7206.80015446,seven
1466,0.0,2.0,0.0,151.6928614,1.73973269,5907.46622328,seven
1467,0.0,2.0,0.0,149.5208614,1.89772546,7289.73660448,seven
1468,0.0,2.0,0.0,145.1668614,1.6945568,5025.3571055,seven
1469,0.0,2.0,0.0,157.4568614,1.78530053,6707.97601861,seven
1470,0.0,2.0,0.0,157.7868614,1.77476389,5487.84608059,seven
1471,0.0,2.0,0.0,145.0768614,1.56140243,4603.18227782,seven
1472,0.0,2.0,0.0,152.7428614,1.62625047,5287.99594588,seven
1473,0.0,2.0,0.0,151.6848614,1.63133475,5022.42993875,seven
1474,0.0,2.0,0.0,154.7448614,1.81728649,6011.44364421,seven
1475,0.0,2.0,0.0,151.0728614,1.71153458,5379.30824137,seven
1476,0.0,2.0,0.0,171.4908614,1.96516824,7399.49732324,seven
1477,0.0,2.0,0.0,148.9968614,1.47865381,4450.29272272,seven
1478,0.0,2.0,0.0,161.1868614,1.87995206,6490.3229593,seven
1479,0.0,2.0,0.0,151.2048614,1.63450881,5107.93270985,seven
1480,0.0,2.0,0.0,158.7388614,1.73777798,6341.38431625,seven
1481,0.0,2.0,0.0,144.5388614,1.64817752,4699.55363577,seven
1482,0.0,2.0,0.0,153.8768614,1.63949229,5399.07769898,seven
1483,0.0,2.0,0.0,152.3708614,1.6446998,5102.27993552,seven
1484,0.0,2.0,0.0,175.8908614,1.96439131,7440.40255099,seven
1485,0.0,2.0,0.0,160.7988614,1.73313643,6475.96817217,seven
1486,0.0,2.0,0.0,167.6708614,1.79029646,6451.14900954,seven
1487,0.0,2.0,0.0,169.2588614,1.93480783,7679.00123093,seven
1488,0.0,2.0,0.0,151.7008614,1.72422032,5305.9176856,seven
1489,0.0,2.0,0.0,156.2248614,1.72460097,5599.42970638,seven
1490,0.0,2.0,0.0,164.6928614,1.79086278,7149.2169923,seven
1491,0.0,2.0,0.0,171.3588614,1.79652123,7385.29799887,seven
1492,0.0,2.0,0.0,144.6548614,1.65220215,5119.47723122,seven
1493,0.0,3.0,1.0,163.6268614,1.80769797,7304.59473814,seven
1494,0.0,2.0,0.0,150.9648614,1.71169198,5378.15310402,seven
1495,0.0,2.0,0.0,154.8188614,1.68725815,5429.36520797,seven
1496,0.0,2.0,0.0,153.9508614,1.81584668,5858.31368262,seven
1497,0.0,2.0,0.0,156.4148614,1.85630296,5837.60299833,seven
1498,0.0,2.0,0.0,165.0568614,1.81516331,7636.31545129,seven
1499,0.0,3.0,1.0,152.3788614,1.7696761,5600.1391907,seven
1500,0.0,2.0,0.0,148.7568614,1.70888729,5074.98102426,seven
1501,0.0,3.0,1.0,166.5048614,1.74804813,7388.36240775,seven
1502,0.0,2.0,0.0,176.8008614,1.83715458,7854.61924499,seven
1503,0.0,3.0,1.0,161.5188614,1.76423078,6808.95811513,seven
1504,0.0,2.0,0.0,154.8188614,1.70257397,5592.53360954,seven
1505,0.0,2.0,0.0,149.7408614,1.66066967,5272.36144744,seven
1506,0.0,2.0,0.0,146.7968614,1.68080562,5290.63243246,seven
1507,0.0,2.0,0.0,151.3868614,1.73336055,5417.69733049,seven
1508,0.0,3.0,1.0,153.7108614,1.74142101,5741.90454188,seven
1509,0.0,2.0,0.0,167.8028614,1.90878438,6848.91242806,seven
1510,0.0,3.0,1.0,150.8008614,1.61363939,5583.4413345,seven
1511,0.0,2.0,0.0,146.1848614,1.6288026,4934.95243949,seven
1512,0.0,2.0,0.0,148.9888614,1.72738051,5284.6019276,seven
1513,0.0,2.0,0.0,158.0368614,1.67903174,6097.38482501,seven
1514,0.0,2.0,0.0,155.5968614,1.67584498,5590.62405912,seven
1515,0.0,2.0,0.0,151.2048614,1.74864777,5467.9453964,seven
1516,0.0,2.0,0.0,164.2888614,1.75923336,7185.35235851,seven
1517,0.0,2.0,0.0,153.0568614,1.79902264,6496.40396237,seven
1518,0.0,2.0,0.0,164.5528614,1.75324051,6549.033872,seven
1519,0.0,2.0,0.0,167.0908614,1.88541847,7108.82610412,seven
1520,0.0,2.0,0.0,158.2428614,1.69084114,6450.00121073,seven
1521,0.0,3.0,1.0,149.3528614,1.74641367,5238.07418614,seven
1522,0.0,3.0,1.0,163.5608614,1.79056635,6611.49408866,seven
1523,0.0,2.0,0.0,151.6268614,1.66747091,5034.63377957,seven
1524,0.0,2.0,0.0,169.5888614,1.80304291,7834.89766318,seven
1525,0.0,2.0,0.0,151.6348614,1.6343642,5188.51629721,seven
1526,0.0,2.0,0.0,159.5408614,1.77623117,7222.24527227,seven
1527,0.0,2.0,0.0,172.1028614,1.87983721,7773.638677,seven
1528,0.0,2.0,0.0,163.3548614,1.9560531,6661.61223594,seven
1529,0.0,3.0,0.0,151.1388614,1.77647857,5758.67875555,seven
1530,0.0,2.0,0.0,157.1588614,1.67088905,5314.0597764,seven
1531,0.0,2.0,0.0,173.4428614,1.87489928,7663.13651124,seven
1532,0.0,2.0,0.0,154.7868614,1.72464672,5859.66736356,seven
1533,0.0,2.0,0.0,171.7888614,1.96858312,7881.51558022,seven
1534,0.0,2.0,0.0,176.6848614,1.99367517,8019.09208795,seven
1535,0.0,2.0,0.0,149.5668614,1.64732211,5125.74435269,seven
1536,0.0,2.0,0.0,153.4048614,1.72822555,5576.29404347,seven
1537,0.0,2.0,0.0,164.6688614,1.78662416,6406.44585568,seven
1538,0.0,2.0,0.0,147.7888614,1.61912361,4827.52590111,seven
1539,0.0,2.0,0.0,149.2528614,1.61816722,5040.41472044,seven
1540,0.0,3.0,1.0,169.3328614,1.93248312,7978.35044657,seven
1541,0.0,2.0,0.0,164.9908614,1.83977609,7325.33290193,seven
1542,0.0,2.0,0.0,160.1028614,1.7082663,5459.90931905,seven
1543,0.0,2.0,0.0,164.2558614,1.72923382,5534.86980228,seven
1544,0.0,2.0,0.0,147.2688614,1.62697994,4890.22305277,seven
1545,0.0,2.0,0.0,163.9568614,1.74938773,7541.67163544,seven
1546,0.0,2.0,0.0,165.9008614,1.77649494,7074.89138869,seven
1547,0.0,2.0,0.0,145.7048614,1.55687133,4794.74798996,seven
1548,0.0,2.0,0.0,148.8808614,1.71601283,5248.51332994,seven
1549,0.0,3.0,1.0,164.9828614,1.93920025,8268.12000624,seven
1550,0.0,2.0,0.0,158.4008614,1.6757831,5618.88305862,seven
1551,0.0,2.0,0.0,153.5288614,1.69874589,5613.87072879,seven
1552,0.0,2.0,0.0,150.7008614,1.66617383,5275.07276487,seven
1553,0.0,3.0,1.0,158.3748614,1.77294169,6822.50492163,seven
1554,0.0,2.0,0.0,154.9928614,1.72829064,5654.59073461,seven
1555,0.0,2.0,0.0,148.0288614,1.65063663,5120.63827273,seven
1556,0.0,2.0,0.0,150.5348614,1.60388471,5077.80881589,seven
1557,0.0,2.0,0.0,184.5988614,1.92210034,7624.82776308,seven
1558,0.0,2.0,0.0,166.2148614,1.74985756,7366.93996723,seven
1559,0.0,3.0,1.0,161.8148614,1.79180657,7290.58156474,seven
1560,0.0,2.0,0.0,149.3528614,1.58452432,4844.88390185,seven
1561,0.0,2.0,0.0,154.0908614,1.68689446,5242.93256633,seven
1562,0.0,2.0,0.0,167.9188614,1.81919688,7143.92903823,seven
1563,0.0,2.0,0.0,147.2848614,1.71781047,5360.5586641,seven
1564,0.0,2.0,0.0,163.3288614,1.84444499,6493.59174077,seven
1565,0.0,2.0,0.0,164.0148614,1.71361993,6765.264567,seven
1566,0.0,2.0,0.0,154.5788614,1.73592314,5632.26044499,seven
1567,0.0,2.0,0.0,151.9988614,1.6217982,5346.72056442,seven
1568,0.0,2.0,0.0,151.2708614,1.61750536,4878.17346963,seven
1569,0.0,2.0,0.0,167.4888614,1.89751472,7774.27467227,seven
